"election_type","election_date","results_status","results_date","province_code","province_name_eng","province_name_dari","district_code","district_name_eng","district_name_dari","district_sub_code","district_or_subdivision_name_eng","district_or_subdivision_name_dari","provincial_capital","ballot_position","candidate_code","candidate_name_eng","candidate_name_dari","party_name_dari","candidate_gender","first_round_winner","run_off_winner","past_winners","male_ps_votes","fem_ps_votes","votes"
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-11","KABUL NAHIA 11","كابل - ناحيه 11","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",22505,12868,35693
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-12","KABUL NAHIA 12","كابل - ناحيه 12","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",2129,1251,3380
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-13","KABUL NAHIA 13","كابل - ناحيه 13","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",34767,25342,70128
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-14","KABUL NAHIA 14","كابل - ناحيه 14","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",478,344,947
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-15","KABUL NAHIA 15","كابل - ناحيه 15","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",17895,9458,30043
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-16","KABUL NAHIA 16","كابل - ناحيه 16","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",5587,2383,7970
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-17","KABUL NAHIA 17","كابل - ناحيه 17","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",5234,2596,8987
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-18","KABUL NAHIA 18","كابل - ناحيه 18","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",1768,767,2535
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-21","KABUL NAHIA 21","كابل - ناحيه 21","YES",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",208,128,336
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-01","KABUL NAHIA 01","كابل - ناحيه 01","YES",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",31,34,65
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-02","KABUL NAHIA 02","كابل - ناحيه 02","YES",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",47,15,62
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-03","KABUL NAHIA 03","كابل - ناحيه 03","YES",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",68,47,115
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-04","KABUL NAHIA 04","كابل - ناحيه 04","YES",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",79,63,143
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-05","KABUL NAHIA 05","كابل - ناحيه 05","YES",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",85,68,155
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-06","KABUL NAHIA 06","كابل - ناحيه 06","YES",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",207,277,496
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-07","KABUL NAHIA 07","كابل - ناحيه 07","YES",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",130,95,226
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-08","KABUL NAHIA 08","كابل - ناحيه 08","YES",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",106,71,177
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-09","KABUL NAHIA 09","كابل - ناحيه 09","YES",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",76,47,130
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-10","KABUL NAHIA 10","كابل - ناحيه 10","YES",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",171,121,293
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-11","KABUL NAHIA 11","كابل - ناحيه 11","YES",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",114,88,204
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-12","KABUL NAHIA 12","كابل - ناحيه 12","YES",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",25,21,46
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-13","KABUL NAHIA 13","كابل - ناحيه 13","YES",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",199,249,516
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-14","KABUL NAHIA 14","كابل - ناحيه 14","YES",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",1,0,1
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-15","KABUL NAHIA 15","كابل - ناحيه 15","YES",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",125,80,239
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-16","KABUL NAHIA 16","كابل - ناحيه 16","YES",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",60,44,104
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-17","KABUL NAHIA 17","كابل - ناحيه 17","YES",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",19,30,55
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-18","KABUL NAHIA 18","كابل - ناحيه 18","YES",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",10,6,16
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-21","KABUL NAHIA 21","كابل - ناحيه 21","YES",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",13,144,157
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-01","KABUL NAHIA 01","كابل - ناحيه 01","YES",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",12,7,19
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-02","KABUL NAHIA 02","كابل - ناحيه 02","YES",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",4,2,6
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-03","KABUL NAHIA 03","كابل - ناحيه 03","YES",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",5,4,9
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-04","KABUL NAHIA 04","كابل - ناحيه 04","YES",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",12,4,16
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-05","KABUL NAHIA 05","كابل - ناحيه 05","YES",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",12,8,21
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-06","KABUL NAHIA 06","كابل - ناحيه 06","YES",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",11,15,27
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-07","KABUL NAHIA 07","كابل - ناحيه 07","YES",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",8,3,11
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-08","KABUL NAHIA 08","كابل - ناحيه 08","YES",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",13,2,15
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-09","KABUL NAHIA 09","كابل - ناحيه 09","YES",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",8,7,15
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-10","KABUL NAHIA 10","كابل - ناحيه 10","YES",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",14,9,23
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-11","KABUL NAHIA 11","كابل - ناحيه 11","YES",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",4,3,7
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-12","KABUL NAHIA 12","كابل - ناحيه 12","YES",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",3,1,4
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-13","KABUL NAHIA 13","كابل - ناحيه 13","YES",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",17,19,53
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-14","KABUL NAHIA 14","كابل - ناحيه 14","YES",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",0,0,0
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-15","KABUL NAHIA 15","كابل - ناحيه 15","YES",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",5,15,21
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-16","KABUL NAHIA 16","كابل - ناحيه 16","YES",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",10,4,14
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-17","KABUL NAHIA 17","كابل - ناحيه 17","YES",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",4,3,7
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-18","KABUL NAHIA 18","كابل - ناحيه 18","YES",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",3,0,3
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-21","KABUL NAHIA 21","كابل - ناحيه 21","YES",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",1,1,2
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-01","KABUL NAHIA 01","كابل - ناحيه 01","YES",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",24,11,35
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-02","KABUL NAHIA 02","كابل - ناحيه 02","YES",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",6,5,11
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-03","KABUL NAHIA 03","كابل - ناحيه 03","YES",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",13,12,25
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-04","KABUL NAHIA 04","كابل - ناحيه 04","YES",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",18,18,36
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-05","KABUL NAHIA 05","كابل - ناحيه 05","YES",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",11,8,22
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-06","KABUL NAHIA 06","كابل - ناحيه 06","YES",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",37,38,75
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-07","KABUL NAHIA 07","كابل - ناحيه 07","YES",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",26,11,37
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-08","KABUL NAHIA 08","كابل - ناحيه 08","YES",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",62,28,90
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-09","KABUL NAHIA 09","كابل - ناحيه 09","YES",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",26,11,37
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-10","KABUL NAHIA 10","كابل - ناحيه 10","YES",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",53,33,86
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-11","KABUL NAHIA 11","كابل - ناحيه 11","YES",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",23,11,34
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-12","KABUL NAHIA 12","كابل - ناحيه 12","YES",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",9,9,18
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-13","KABUL NAHIA 13","كابل - ناحيه 13","YES",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",38,44,101
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-14","KABUL NAHIA 14","كابل - ناحيه 14","YES",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",0,0,1
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-15","KABUL NAHIA 15","كابل - ناحيه 15","YES",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",15,12,30
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-16","KABUL NAHIA 16","كابل - ناحيه 16","YES",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",29,12,41
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-17","KABUL NAHIA 17","كابل - ناحيه 17","YES",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",5,2,8
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-18","KABUL NAHIA 18","كابل - ناحيه 18","YES",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",1,1,2
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-21","KABUL NAHIA 21","كابل - ناحيه 21","YES",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",5,3,8
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-01","KABUL NAHIA 01","كابل - ناحيه 01","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",2865,548,3413
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-02","KABUL NAHIA 02","كابل - ناحيه 02","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",1839,613,2452
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-03","KABUL NAHIA 03","كابل - ناحيه 03","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",4831,1886,6717
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-04","KABUL NAHIA 04","كابل - ناحيه 04","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",7653,4213,11893
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-05","KABUL NAHIA 05","كابل - ناحيه 05","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",9619,4262,14432
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-06","KABUL NAHIA 06","كابل - ناحيه 06","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",6844,3473,10638
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-07","KABUL NAHIA 07","كابل - ناحيه 07","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",10946,4764,15727
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-08","KABUL NAHIA 08","كابل - ناحيه 08","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",21640,7118,28758
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-09","KABUL NAHIA 09","كابل - ناحيه 09","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",13480,5426,19892
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-10","KABUL NAHIA 10","كابل - ناحيه 10","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",10273,5537,15846
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-11","KABUL NAHIA 11","كابل - ناحيه 11","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",5092,2791,7947
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","01","KABUL","کابل","0101","KABUL","كابل","0101-12","KABUL NAHIA 12","كابل - ناحيه 12","YES",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",12261,4938,17199
